,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.9791986249999809,1,"[['n', 0.9791986249999809]]",0,27.89,1,3.020801375000019,0.03324954100003197,[],1.0120572910000192,1.519471041000088,2.520754791000172,1
2,6.45,0,5.1,1.4019427499999892,2,"[['n', 1.4019427499999892]]",1,6.45,1.5,2.5980572500000108,6.524703583000019,[],7.930134458000111,8.437020041000096,9.4382007910001,2
