,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.148457916919142,1,"[['n', 1.148457916919142]]",0,27.89,1,2.851542083080858,0.02454720891546458,[],1.1798880839487538,1.6868054589722306,2.6879901249194518,1
2,6.45,0,5.1,1.0825745000038296,1,"[['n', 1.0825745000038296]]",0,5.1,1.5,2.9174254999961704,6.530106999911368,[],7.616152624948882,8.122347874916159,9.123454583925195,2
