,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.2529087919999995,1,"[['v', 1.2529087919999995]]",1,0,1,2.7470912080000005,0.033209792000008065,[],1.2893277080000018,1.794079375000024,2.7952220829999987,1
2,6.45,0,5.1,2.178356374999993,1,"[['v', 2.178356374999993]]",1,0,1.5,1.8216436250000072,6.52406133300002,8.531654958000018,8.70267666700002,9.207348500000023,10.208425917,2
