,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.8492670000996441,2,"[['v', 0.8492670000996441]]",0,27.89,1,3.150732999900356,0.022551583009772003,[],0.8763424579519778,1.3829741249792278,2.3840985000133514,1
2,6.45,0,5.1,0.8139167920453474,2,"[['n', 0.8139167920453474]]",1,0,1.5,3.1860832079546526,6.527174832997844,[],7.344288666034117,7.849840290960856,8.85098729096353,2
