,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.07406733299649204,1,"[['v', 0.07406733299649204]]",1,0,1,3.925932667003508,0.032380707998527214,[],0.10616741699777776,0.6110299579995626,1.6121704170000157,1
2,6.45,0,5.1,0.9810333749992424,2,"[['n', 0.9810333749992424]]",1,0,1.5,3.0189666250007576,6.517275166999752,[],7.497521499997674,8.003146582999761,9.00425845800055,2
