,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.068454375024885,2,"[['n', 1.068454375024885]]",1,53.17,1,2.931545624975115,0.03125445800833404,[],1.105786541942507,1.6125807500211522,2.613675707951188,1
2,6.45,0,5.1,1.1562503339955583,2,"[['n', 1.1562503339955583]]",1,0,1.5,2.8437496660044417,6.524857832933776,[],7.686036666971631,8.19131808297243,9.192464457941242,2
