,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.536577666993253,2,"[['n', 1.536577666993253]]",1,0,1,2.463422333006747,0.02246345893945545,[],1.5651710419915617,2.071046374971047,3.0722208339720964,1
2,6.45,0,5.1,0.8329890419263393,1,"[['n', 0.8329890419263393]]",0,5.1,1.5,3.1670109580736607,6.528338541975245,[],7.36459049989935,7.87168370897416,8.872765166917816,2
