digitSpanForward,digits,digitsReverse,digitSpanReverse,digitsReverseCorrAnswer,trialNumber,trialFSPractice.thisRepN,trialFSPractice.thisTrialN,trialFSPractice.thisN,trialFSPractice.thisIndex,DigitLoopPractice.thisRepN,DigitLoopPractice.thisTrialN,DigitLoopPractice.thisN,DigitLoopPractice.thisIndex,trialsFS.thisRepN,trialsFS.thisTrialN,trialsFS.thisN,trialsFS.thisIndex,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,trialsPracticeBS.thisRepN,trialsPracticeBS.thisTrialN,trialsPracticeBS.thisN,trialsPracticeBS.thisIndex,digitLoopPracticeBS.thisRepN,digitLoopPracticeBS.thisTrialN,digitLoopPracticeBS.thisN,digitLoopPracticeBS.thisIndex,trialsBS.thisRepN,trialsBS.thisTrialN,trialsBS.thisN,trialsBS.thisIndex,digitLoopBS.thisRepN,digitLoopBS.thisTrialN,digitLoopBS.thisN,digitLoopBS.thisIndex,thisRow.t,notes,GenInsText.started,movealong.started,movealong.keys,movealong.rt,Reminder1.started,movealong2.started,movealong2.keys,movealong2.rt,Reminder2.started,movealong3.started,movealong3.keys,movealong3.rt,FSGenInsText.started,startPractice.started,startPractice.keys,startPractice.rt,fixation_2.started,pres_text_practice.started,fixation_2.stopped,pres_text_practice.stopped,recall_txtPractice.started,textboxPractice.started,cont_buttonPractice.started,mousePractice.started,textboxPractice.text,correct,mousePractice.x,mousePractice.y,mousePractice.leftButton,mousePractice.midButton,mousePractice.rightButton,mousePractice.clicked_name,feedbac_textPractice.started,feedbac_textPractice.stopped,praccomplete.started,startFSreal.started,startFSreal.keys,startFSreal.rt,fixation.started,fixation.stopped,presentation_text.started,presentation_text.stopped,digitsForTrial,recall_txt.started,textbox.started,cont_button.started,mouse_3.started,textbox.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,feedback_text.started,feedback_text.stopped,roundTransition.started,moveToBS.started,moveToBS.keys,moveToBS.rt,BSGenInsText.started,startBSprac.started,startBSprac.keys,startBSprac.rt,fixation_3.started,fixation_3.stopped,pres_text_practice_2.started,pres_text_practice_2.stopped,recall_txtPractice_2.started,textboxPractice_2.started,cont_buttonPractice_2.started,mousePractice_2.started,textboxPractice_2.text,mousePractice_2.x,mousePractice_2.y,mousePractice_2.leftButton,mousePractice_2.midButton,mousePractice_2.rightButton,mousePractice_2.clicked_name,feedbac_textPractice_2.started,feedbac_textPractice_2.stopped,praccompleteBS.started,startBSreal.started,startBSreal.keys,startBSreal.rt,fixationBS.started,presentation_textBS.started,fixationBS.stopped,presentation_textBS.stopped,recall_txtBS.started,textboxBS.started,cont_buttonBS.started,mouseBS.started,textboxBS.text,mouseBS.x,mouseBS.y,mouseBS.leftButton,mouseBS.midButton,mouseBS.rightButton,mouseBS.clicked_name,feedback_textBS.started,feedback_textBS.stopped,ThankYou.started,ThankYou.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,5,,,,,,,,,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.6799445840006,491.6785561249999,491.6622827920073,492.6631985839922,"[5, 4, 2, 6, 7, 3, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,5,,,,,,,,,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.6631985839922,493.6787079999922,493.66201583400834,494.6619971670152,"[5, 4, 2, 6, 7, 3, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,5,,,,,,,,,0,4,4,4,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.6619971670152,495.6620752500021,495.6620752500021,496.66268166701775,"[5, 4, 2, 6, 7, 3, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,5,,,,,,,,,0,4,4,4,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.66268166701775,497.6629565000185,497.6629565000185,498.6621592500014,"[5, 4, 2, 6, 7, 3, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,5,,,,,,,,,0,4,4,4,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.6621592500014,499.6621957090101,499.6621957090101,500.6621930419933,"[5, 4, 2, 6, 7, 3, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,5,,,,,,,,,0,4,4,4,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.6621930419933,501.6623455840163,501.6623455840163,502.66248075000476,"[5, 4, 2, 6, 7, 3, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,5,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,502.66248075000476,502.66248075000476,502.66248075000476,-0.0005447920120786875,5426738,0.0,-0.39222222222222225,1,0,0,cont_button,509.67955508400337,510.67926408399944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.67926408399944,511.67915283399634,511.6627881670138,512.662870375003,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.662870375003,513.6629910420161,513.6629910420161,514.6629886250012,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.6629886250012,515.663075709017,515.663075709017,516.6631893750164,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.6631893750164,517.6629620000022,517.6629620000022,518.6629877499945,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.6629877499945,519.6638131249929,519.6638131249929,520.6635445000138,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6635445000138,521.6640365839994,521.6640365839994,522.664004374994,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.664004374994,523.6640830840042,523.6640830840042,524.663682250015,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.663682250015,525.6630432090024,525.6630432090024,526.6635839590163,"[4, 6, 5, 8, 7, 1, 9, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,6,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,526.6635839590163,526.6635839590163,526.6635839590163,0.00014000001829117537,4675819,-0.03777777777777778,-0.41333333333333333,1,0,0,cont_button,538.8806113750034,539.8804718340107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.8804718340107,540.8806052090076,540.8639574999979,541.864148209017,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.864148209017,542.8640320420091,542.8640320420091,543.864146042004,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.864146042004,544.8640791249927,544.8640791249927,545.8645470839983,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.8645470839983,546.8642462500138,546.8642462500138,547.8643437089922,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.8643437089922,548.8642032089992,548.8642032089992,549.8645276669995,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.8645276669995,550.8650611670164,550.8650611670164,551.8647102090181,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.8647102090181,552.8649830420036,552.8649830420036,553.8653810840042,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.8653810840042,554.8655217920023,554.8655217920023,555.8643445839989,"[8, 7, 9, 3, 1, 5, 2, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,7,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,555.8643445839989,555.8643445839989,555.8643445839989,-0.0004553749749902636,87931524,-0.023333333333333334,-0.38222222222222224,1,0,0,cont_button,562.2145627090067,563.2147479169944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.2147479169944,564.2146562919952,564.1981856250204,565.1983645420114,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.1983645420114,566.1995981670043,566.1995981670043,567.2148863750044,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.2148863750044,568.2148828339996,568.198918250011,569.1984140000131,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.1984140000131,570.1983936670003,570.1983936670003,571.1983981250087,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.1983981250087,572.1985708340071,572.1985708340071,573.1983998340147,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.1983998340147,574.1984632920066,574.1984632920066,575.1986166250135,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.1986166250135,576.1985975420102,576.1985975420102,577.1986700840062,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1986700840062,578.1991723749961,578.1991723749961,579.1987651670061,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.1987651670061,580.199111791997,580.199111791997,581.1989672500058,"[3, 5, 6, 4, 2, 8, 7, 9, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,8,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,581.1989672500058,581.1989672500058,581.1989672500058,-7.966702105477452e-05,358647291,-0.02666666666666667,-0.41888888888888887,1,0,0,cont_button,591.0169942089997,592.0161992089998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0161992089998,593.0160968750133,592.9993861250114,593.999691917008,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.999691917008,594.9998942090024,594.9998942090024,596.0003549169924,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.0003549169924,597.0001946669945,597.0001946669945,597.9994023750187,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.9994023750187,598.9997221250087,598.9997221250087,600.0005871250178,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0005871250178,600.9996110420034,600.9996110420034,602.000222542003,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.000222542003,603.0010525420075,603.0010525420075,604.0165093750111,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.0165093750111,605.016489917005,605.0002555840183,606.0007191250043,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0007191250043,606.9998793750128,606.9998793750128,608.0015364589926,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0015364589926,609.0001578340016,609.0001578340016,610.0005758340121,"[7, 2, 1, 9, 4, 6, 8, 5, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,9,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,610.0005758340121,610.0005758340121,610.0005758340121,0.0002635830023791641,7219645812,-0.03777777777777778,-0.4077777777777778,1,0,0,cont_button,620.4506585420168,621.4507366670005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,10,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.4507366670005,622.4511023749947,622.4511023749947,623.4508784589998,"[9, 7, 4, 5, 2, 8, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,10,,,,,,,,,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.4508784589998,624.450721125002,624.450721125002,625.4508943750116,"[9, 7, 4, 5, 2, 8, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,10,,,,,,,,,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.4508943750116,626.4513133750006,626.434872709011,627.4349867500132,"[9, 7, 4, 5, 2, 8, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
,,,,,10,,,,,,,,,0,9,9,9,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.4349867500132,628.4347410839982,628.4347410839982,629.4349593340012,"[9, 7, 4, 5, 2, 8, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,2025-07-28_18h56.43.203,CGTriskyDMtask,2022.2.1,59.5761748506674,
