GenInsText.started,movealong.started,movealong.keys,movealong.rt,Reminder1.started,movealong2.started,movealong2.keys,movealong2.rt,Reminder2.started,movealong3.started,movealong3.keys,movealong3.rt,FSGenInsText.started,startPractice.started,startPractice.keys,startPractice.rt,participant,date,expName,psychopyVersion,frameRate,
45.76689909992274,45.76689909992274,return,5.359795500058681,,,,,,,,,,,,,999,2025-07-16_12h38.20.528,CGTriskyDMtask,2022.2.1,59.93385698019654,
,,,,51.15890079992823,51.15890079992823,return,1.299616300035268,,,,,,,,,999,2025-07-16_12h38.20.528,CGTriskyDMtask,2022.2.1,59.93385698019654,
,,,,,,,,52.490629999898374,52.490629999898374,return,1.543244499946013,,,,,999,2025-07-16_12h38.20.528,CGTriskyDMtask,2022.2.1,59.93385698019654,
,,,,,,,,,,,,54.05545549991075,54.05545549991075,return,13.51422749995254,999,2025-07-16_12h38.20.528,CGTriskyDMtask,2022.2.1,59.93385698019654,
