trialFSPractice.thisRepN,trialFSPractice.thisTrialN,trialFSPractice.thisN,trialFSPractice.thisIndex,digitSpan,digits,digitsReverse,DigitLoopPractice.thisRepN,DigitLoopPractice.thisTrialN,DigitLoopPractice.thisN,DigitLoopPractice.thisIndex,thisRow.t,notes,GenInsText.started,movealong.started,movealong.keys,movealong.rt,Reminder1.started,movealong2.started,movealong2.keys,movealong2.rt,Reminder2.started,movealong3.started,movealong3.keys,movealong3.rt,FSGenInsText.started,startPractice.started,startPractice.keys,startPractice.rt,fixation_2.started,pres_text_practice.started,fixation_2.stopped,pres_text_practice.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,56.46583441700204,56.46583441700204,return,2.998917082994012,,,,,,,,,,,,,,,,,001,2025-07-25_17h50.07.912,CGTriskyDMtask,2022.2.1,59.48455148830007,
,,,,,,,,,,,,,,,,,59.55495887500001,59.55495887500001,return,1.895974415980163,,,,,,,,,,,,,001,2025-07-25_17h50.07.912,CGTriskyDMtask,2022.2.1,59.48455148830007,
,,,,,,,,,,,,,,,,,,,,,61.48288870800752,61.48288870800752,return,0.19827170798089355,,,,,,,,,001,2025-07-25_17h50.07.912,CGTriskyDMtask,2022.2.1,59.48455148830007,
,,,,,,,,,,,,,,,,,,,,,,,,,61.70042462499987,61.70042462499987,return,1.5710630829853471,,,,,001,2025-07-25_17h50.07.912,CGTriskyDMtask,2022.2.1,59.48455148830007,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.28315008300706,68.2832475000032,68.2832475000032,67.28315008300706,,,,,,
