,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.9574526670039631,1,"[['n', 0.9574526670039631]]",0,27.89,1,3.042547332996037,0.017902084000525065,[],0.9792948340036673,1.4835164590040222,2.4846089170023333,1
2,6.45,0,5.1,0.8812495000020135,2,"[['v', 0.8812495000020135]]",0,5.1,1.5,3.1187504999979865,6.529587334007374,[],7.4138595840049675,7.918881292003789,8.919953542004805,2
