,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.1687262500054203,1,"[['v', 1.1687262500054203]]",1,0,1,2.8312737499945797,0.023668707988690585,[],1.1988404170260765,1.7052304579992779,2.7063424580264837,1
2,6.45,0,5.1,0.7959902909933589,1,"[['v', 0.7959902909933589]]",1,0,1.5,3.204009709006641,6.524311667017173,[],7.323604500037618,7.829581000027247,8.830687625042628,2
