,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.34259304200531915,1,"[['n', 0.34259304200531915]]",0,27.89,1,3.657406957994681,0.014456915989285335,[],0.35991066598217003,0.8642186659853905,1.8653696659894194,1
2,6.45,0,5.1,0.7099266660225112,2,"[['n', 0.7099266660225112]]",1,0,1.5,3.290073333977489,6.521013582998421,[],7.233811040990986,7.738770707976073,8.739879457978532,2
