,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.0480202080216259,2,"[['v', 1.0480202080216259]]",0,27.89,1,2.951979791978374,0.023109166999347508,[],1.0763639579818118,1.580829457991058,2.581907666986808,1
2,6.45,0,5.1,1.06141158301034,1,"[['n', 1.06141158301034]]",0,5.1,1.5,2.93858841698966,6.527609541983111,[],7.594831374997739,8.099229457991896,9.100311416987097,2
