,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.3078892909979913,1,"[['n', 1.3078892909979913]]",0,27.89,1,2.6921107090020087,0.02303524999297224,[],1.3371817079896573,1.8429938330082223,2.844116332998965,1
2,6.45,0,5.1,1.5235348329879344,2,"[['v', 1.5235348329879344]]",0,5.1,1.5,2.4764651670120656,6.533242000004975,[],8.068246832990553,8.5728235830029,9.573900957999285,2
