,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,2.9972619999898598,1,"[['v', 2.9972619999898598]]",1,53.17,1,1.0027380000101402,0.04597841700888239,2.0664269580156542,3.0483786670083646,3.5543341250158846,4.5554418330139015,1
2,6.45,0,5.1,3.034981417004019,2,"[['v', 3.034981417004019]]",0,5.1,1.5,0.965018582995981,6.5205139169993345,8.529803250014083,9.560350417013979,10.0658132499957,11.066901667014463,2
