,subID,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,evLevel,evInd,runSize,strategy,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial,roundRDM,roundColor
1,005,10.26,0.0,5.55,1.882952292013215,1,"[['v', 1.882952292013215]]",1,10.26,0.75,2.117047707986785,5.0,1.0,5.0,0,0.016000208008335903,[],1.9069874160049949,2.4130241250095423,3.4141262500197627,1,1,0
2,005,15.02,0.0,2.51,1.9926981670141686,2,"[['n', 1.9926981670141686]]",1,15.02,1.25,2.0073018329858314,5.0,1.0,5.0,0,7.526188040996203,[],9.526149166020332,10.031992416013964,11.033117041020887,2,1,0
3,005,30.95,0.0,14.49,1.7891031249891967,2,"[['n', 1.7891031249891967]]",1,0.0,1.75,2.2108968750108033,15.0,2.0,5.0,3,0.015934750001179054,[],1.8133687910158187,2.3182280409964733,3.319332040991867,1,2,3
4,005,31.49,0.0,13.35,2.027715458010789,1,"[['v', 2.027715458010789]]",1,31.49,0.75,1.972284541989211,15.0,2.0,5.0,3,8.029137458011974,10.03863804100547,10.061761666001985,10.566296250006417,11.567416540987324,2,2,3
5,005,51.87,0.0,23.26,1.8751774999836925,2,"[['n', 1.8751774999836925]]",1,0.0,1.25,2.1248225000163075,25.0,3.0,16.0,2,0.014675416983664036,[],1.8962597079807892,2.4011904999788385,3.4023039169842377,1,3,2
6,005,52.24,0.0,22.88,1.2484967920172494,2,"[['v', 1.2484967920172494]]",0,22.88,1.25,2.7515032079827506,25.0,3.0,16.0,2,8.025661916995887,[],9.282633082999382,9.787841082987143,10.78892983298283,2,3,2
7,005,26.42,0.0,17.01,1.3019421249919105,1,"[['n', 1.3019421249919105]]",0,17.01,1.75,2.6980578750080895,15.0,2.0,5.0,1,0.01582991602481343,[],1.3252485000120942,1.8296666660171468,2.8308271249989048,1,4,1
8,005,28.78,0.0,14.81,1.5839318750076927,1,"[['v', 1.5839318750076927]]",1,0.0,1.75,2.4160681249923073,15.0,2.0,5.0,1,9.03004808301921,[],10.619903958024224,11.124551875022007,12.125821375026135,2,4,1
