,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.9959871669998392,2,"[['n', 0.9959871669998392]]",1,0,1,3.0040128330001608,0.016907125000216183,[],1.01632249999966,1.521860500000912,2.522998958000244,1
2,6.45,0,5.1,0.31250645799991617,1,"[['v', 0.31250645799991617]]",1,6.45,1.5,3.687493542000084,6.518302583001059,[],6.833358417001364,7.3374241670007905,8.338502167000115,2
