,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,16.0,0.5,0.75,9.03,0.0,6.06
1.0,5.0,1.0,16.0,0.5,0.75,19.52,0.0,0.76
2.0,5.0,1.0,16.0,0.5,1.75,0.0,0.0,9.74
3.0,5.0,1.0,16.0,0.5,1.25,13.33,0.0,3.99
4.0,5.0,1.0,16.0,0.5,0.75,7.12,0.0,7.08
5.0,5.0,1.0,16.0,0.5,1.25,6.87,0.0,6.11
6.0,5.0,1.0,16.0,0.5,0.75,8.85,0.0,5.41
7.0,5.0,1.0,16.0,0.5,0.75,2.12,0.0,8.06
8.0,5.0,1.0,16.0,0.5,1.25,12.28,0.0,3.18
9.0,5.0,1.0,16.0,0.5,0.75,14.2,0.0,3.3
10.0,5.0,1.0,16.0,0.5,1.25,14.52,0.0,3.26
11.0,5.0,1.0,16.0,0.5,0.75,19.04,0.0,0.0
12.0,5.0,1.0,16.0,0.5,0.75,13.33,0.0,3.99
13.0,5.0,1.0,16.0,0.5,1.25,1.4,0.0,8.7
14.0,5.0,1.0,16.0,0.5,0.75,8.49,0.0,5.51
15.0,5.0,1.0,16.0,0.5,0.75,13.68,0.0,3.6
16.0,25.0,3.0,16.0,0.5,0.75,44.12,0.0,27.06
17.0,25.0,3.0,16.0,0.5,1.75,52.15,0.0,24.53
18.0,25.0,3.0,16.0,0.5,1.75,49.21,0.0,25.87
19.0,25.0,3.0,16.0,0.5,1.25,47.51,0.0,25.87
20.0,25.0,3.0,16.0,0.5,0.75,48.35,0.0,25.72
21.0,25.0,3.0,16.0,0.5,0.75,48.11,0.0,26.45
22.0,25.0,3.0,16.0,0.5,0.75,52.09,0.0,23.93
23.0,25.0,3.0,16.0,0.5,1.75,55.12,0.0,22.56
24.0,25.0,3.0,16.0,0.5,1.25,46.8,0.0,26.64
25.0,25.0,3.0,16.0,0.5,1.25,48.71,0.0,25.34
26.0,25.0,3.0,16.0,0.5,1.75,49.62,0.0,24.95
27.0,25.0,3.0,16.0,0.5,0.75,57.88,0.0,20.94
28.0,25.0,3.0,16.0,0.5,1.75,47.51,0.0,25.87
29.0,25.0,3.0,16.0,0.5,0.75,50.5,0.0,25.11
30.0,25.0,3.0,16.0,0.5,0.75,49.21,0.0,25.87
31.0,25.0,3.0,16.0,0.5,1.75,55.12,0.0,22.56
32.0,15.0,2.0,5.0,0.5,0.75,25.02,0.0,16.51
33.0,15.0,2.0,5.0,0.5,0.75,21.8,0.0,18.9
34.0,15.0,2.0,5.0,0.5,0.75,32.19,0.0,14.55
35.0,15.0,2.0,5.0,0.5,1.25,31.09,0.0,13.72
36.0,15.0,2.0,5.0,0.5,0.75,28.03,0.0,16.13
37.0,5.0,1.0,5.0,0.5,1.75,11.05,0.0,3.98
38.0,5.0,1.0,5.0,0.5,0.75,5.42,0.0,6.51
39.0,5.0,1.0,5.0,0.5,1.25,6.36,0.0,6.42
40.0,5.0,1.0,5.0,0.5,1.25,6.87,0.0,6.11
41.0,5.0,1.0,5.0,0.5,0.75,11.95,0.0,3.58
42.0,15.0,2.0,16.0,0.5,0.75,31.09,0.0,13.72
43.0,15.0,2.0,16.0,0.5,0.75,31.89,0.0,14.96
44.0,15.0,2.0,16.0,0.5,0.75,26.8,0.0,17.2
45.0,15.0,2.0,16.0,0.5,0.75,19.88,0.0,19.94
46.0,15.0,2.0,16.0,0.5,0.75,37.02,0.0,0.0
47.0,15.0,2.0,16.0,0.5,0.75,19.88,0.0,19.94
48.0,15.0,2.0,16.0,0.5,0.75,26.18,0.0,16.33
49.0,15.0,2.0,16.0,0.5,1.25,29.24,0.0,14.48
50.0,15.0,2.0,16.0,0.5,1.25,33.96,0.0,13.74
51.0,15.0,2.0,16.0,0.5,1.75,28.15,0.0,15.62
52.0,15.0,2.0,16.0,0.5,0.75,34.72,0.0,13.36
53.0,15.0,2.0,16.0,0.5,1.75,26.8,0.0,17.2
54.0,15.0,2.0,16.0,0.5,1.75,29.28,0.0,15.34
55.0,15.0,2.0,16.0,0.5,1.25,30.94,0.0,14.77
56.0,15.0,2.0,16.0,0.5,0.75,33.03,0.0,14.12
57.0,15.0,2.0,16.0,0.5,0.75,38.04,0.0,10.02
58.0,25.0,3.0,5.0,0.5,1.75,46.8,0.0,26.64
59.0,25.0,3.0,5.0,0.5,0.75,48.35,0.0,25.72
60.0,25.0,3.0,5.0,0.5,1.25,57.28,0.0,21.64
61.0,25.0,3.0,5.0,0.5,0.75,55.18,0.0,21.59
62.0,25.0,3.0,5.0,0.5,0.75,54.96,0.0,23.48
63.0,5.0,1.0,16.0,0.5,0.75,10.32,0.0,5.58
64.0,5.0,1.0,16.0,0.5,1.25,11.87,0.0,4.95
65.0,5.0,1.0,16.0,0.5,1.25,2.12,0.0,8.06
66.0,5.0,1.0,16.0,0.5,1.25,15.78,0.0,2.89
67.0,5.0,1.0,16.0,0.5,0.75,19.52,0.0,0.76
68.0,5.0,1.0,16.0,0.5,1.25,3.8,0.0,7.9
69.0,5.0,1.0,16.0,0.5,0.75,6.85,0.0,5.82
70.0,5.0,1.0,16.0,0.5,0.75,11.89,0.0,4.12
71.0,5.0,1.0,16.0,0.5,1.75,0.0,0.0,9.74
72.0,5.0,1.0,16.0,0.5,1.25,9.56,0.0,4.92
73.0,5.0,1.0,16.0,0.5,1.25,10.4,0.0,4.78
74.0,5.0,1.0,16.0,0.5,0.75,10.32,0.0,5.58
75.0,5.0,1.0,16.0,0.5,0.75,8.85,0.0,5.41
76.0,5.0,1.0,16.0,0.5,1.75,12.55,0.0,4.16
77.0,5.0,1.0,16.0,0.5,0.75,1.6,0.0,9.8
78.0,5.0,1.0,16.0,0.5,1.75,1.6,0.0,9.8
79.0,25.0,3.0,16.0,0.5,1.75,42.84,0.0,28.42
80.0,25.0,3.0,16.0,0.5,0.75,40.72,0.0,29.36
81.0,25.0,3.0,16.0,0.5,0.75,55.12,0.0,22.56
82.0,25.0,3.0,16.0,0.5,1.25,49.21,0.0,25.87
83.0,25.0,3.0,16.0,0.5,1.75,42.84,0.0,28.42
84.0,25.0,3.0,16.0,0.5,1.25,60.18,0.0,20.09
85.0,25.0,3.0,16.0,0.5,0.75,45.92,0.0,26.96
86.0,25.0,3.0,16.0,0.5,0.75,46.8,0.0,26.64
87.0,25.0,3.0,16.0,0.5,1.75,51.41,0.0,24.44
88.0,25.0,3.0,16.0,0.5,1.25,53.1,0.0,23.03
89.0,25.0,3.0,16.0,0.5,1.25,52.75,0.0,24.55
90.0,25.0,3.0,16.0,0.5,0.75,48.71,0.0,25.34
91.0,25.0,3.0,16.0,0.5,0.75,49.21,0.0,25.87
92.0,25.0,3.0,16.0,0.5,1.25,47.51,0.0,25.87
93.0,25.0,3.0,16.0,0.5,1.25,53.1,0.0,23.03
94.0,25.0,3.0,16.0,0.5,0.75,59.36,0.0,0.0
95.0,15.0,2.0,5.0,0.5,1.25,29.24,0.0,14.48
96.0,15.0,2.0,5.0,0.5,0.75,28.74,0.0,14.79
97.0,15.0,2.0,5.0,0.5,1.75,28.31,0.0,15.98
