,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,15.0,2.0,16.0,0.5,0.75,26.77,0.0,16.06
1.0,15.0,2.0,16.0,0.5,1.25,23.4,0.0,17.7
2.0,15.0,2.0,16.0,0.5,1.25,33.13,0.0,14.17
3.0,15.0,2.0,16.0,0.5,1.25,19.76,0.0,19.88
4.0,15.0,2.0,16.0,0.5,1.25,28.11,0.0,15.32
5.0,15.0,2.0,16.0,0.5,0.75,32.52,0.0,13.3
6.0,15.0,2.0,16.0,0.5,0.75,33.31,0.0,13.98
7.0,15.0,2.0,16.0,0.5,0.75,28.11,0.0,15.32
8.0,15.0,2.0,16.0,0.5,0.75,33.31,0.0,13.98
9.0,15.0,2.0,16.0,0.5,0.75,33.13,0.0,14.17
10.0,15.0,2.0,16.0,0.5,0.75,19.76,0.0,19.88
11.0,15.0,2.0,16.0,0.5,0.75,29.57,0.0,15.77
12.0,15.0,2.0,16.0,0.5,0.75,28.11,0.0,15.32
13.0,15.0,2.0,16.0,0.5,1.25,29.16,0.0,15.28
14.0,15.0,2.0,16.0,0.5,1.25,29.16,0.0,15.28
15.0,15.0,2.0,16.0,0.5,0.75,37.2,0.0,10.6
16.0,5.0,1.0,16.0,0.5,1.75,10.28,0.0,5.56
17.0,5.0,1.0,16.0,0.5,1.75,6.99,0.0,6.17
18.0,5.0,1.0,16.0,0.5,1.25,6.34,0.0,6.97
19.0,5.0,1.0,16.0,0.5,1.25,0.4,0.0,9.2
20.0,5.0,1.0,16.0,0.5,0.75,0.7,0.0,10.35
21.0,5.0,1.0,16.0,0.5,0.75,8.77,0.0,5.37
22.0,5.0,1.0,16.0,0.5,1.25,8.45,0.0,6.34
23.0,5.0,1.0,16.0,0.5,1.25,6.78,0.0,6.91
24.0,5.0,1.0,16.0,0.5,0.75,12.82,0.0,3.17
25.0,5.0,1.0,16.0,0.5,0.75,6.48,0.0,7.24
26.0,5.0,1.0,16.0,0.5,1.75,0.4,0.0,9.2
27.0,5.0,1.0,16.0,0.5,0.75,14.4,0.0,3.2
28.0,5.0,1.0,16.0,0.5,1.75,8.3,0.0,4.85
29.0,5.0,1.0,16.0,0.5,1.25,6.88,0.0,6.4
30.0,5.0,1.0,16.0,0.5,1.25,10.04,0.0,4.32
31.0,5.0,1.0,16.0,0.5,1.25,6.48,0.0,7.24
32.0,15.0,2.0,5.0,0.5,0.75,39.26,0.0,10.63
33.0,15.0,2.0,5.0,0.5,1.25,33.58,0.0,12.99
34.0,15.0,2.0,5.0,0.5,0.75,29.16,0.0,15.28
35.0,15.0,2.0,5.0,0.5,0.75,28.11,0.0,15.32
36.0,15.0,2.0,5.0,0.5,0.75,33.13,0.0,14.17
37.0,25.0,3.0,16.0,0.5,0.75,48.68,0.0,25.04
38.0,25.0,3.0,16.0,0.5,0.75,52.9,0.0,23.21
39.0,25.0,3.0,16.0,0.5,1.75,47.77,0.0,26.0
40.0,25.0,3.0,16.0,0.5,0.75,45.88,0.0,26.94
41.0,25.0,3.0,16.0,0.5,0.75,47.77,0.0,26.0
42.0,25.0,3.0,16.0,0.5,0.75,57.1,0.0,21.55
43.0,25.0,3.0,16.0,0.5,0.75,52.9,0.0,23.21
44.0,25.0,3.0,16.0,0.5,0.75,47.1,0.0,26.79
45.0,25.0,3.0,16.0,0.5,1.25,46.59,0.0,25.97
46.0,25.0,3.0,16.0,0.5,1.25,54.26,0.0,22.13
47.0,25.0,3.0,16.0,0.5,0.75,52.05,0.0,24.76
48.0,25.0,3.0,16.0,0.5,1.75,48.67,0.0,25.32
49.0,25.0,3.0,16.0,0.5,0.75,48.67,0.0,25.32
50.0,25.0,3.0,16.0,0.5,0.75,51.95,0.0,24.15
51.0,25.0,3.0,16.0,0.5,1.75,52.15,0.0,23.68
52.0,25.0,3.0,16.0,0.5,1.25,51.95,0.0,24.15
53.0,5.0,1.0,5.0,0.5,0.75,10.67,0.0,3.79
54.0,5.0,1.0,5.0,0.5,0.75,8.11,0.0,6.45
55.0,5.0,1.0,5.0,0.5,1.75,5.76,0.0,6.12
56.0,5.0,1.0,5.0,0.5,1.25,9.5,0.0,4.33
57.0,5.0,1.0,5.0,0.5,0.75,9.5,0.0,4.33
58.0,25.0,3.0,5.0,0.5,0.75,51.04,0.0,24.82
59.0,25.0,3.0,5.0,0.5,0.75,48.91,0.0,25.72
60.0,25.0,3.0,5.0,0.5,1.75,46.59,0.0,25.97
61.0,25.0,3.0,5.0,0.5,1.25,43.5,0.0,28.75
62.0,25.0,3.0,5.0,0.5,1.75,43.5,0.0,28.75
63.0,15.0,2.0,16.0,0.5,1.75,32.6,0.0,12.78
64.0,15.0,2.0,16.0,0.5,0.75,40.08,0.0,10.04
65.0,15.0,2.0,16.0,0.5,0.75,30.48,0.0,14.54
66.0,15.0,2.0,16.0,0.5,1.75,35.5,0.0,0.0
67.0,15.0,2.0,16.0,0.5,1.75,30.99,0.0,13.67
68.0,15.0,2.0,16.0,0.5,0.75,28.87,0.0,16.26
69.0,15.0,2.0,16.0,0.5,1.25,30.48,0.0,14.54
70.0,15.0,2.0,16.0,0.5,1.75,35.5,0.0,11.75
71.0,15.0,2.0,16.0,0.5,0.75,34.02,0.0,12.01
72.0,15.0,2.0,16.0,0.5,1.25,28.73,0.0,15.91
73.0,15.0,2.0,16.0,0.5,1.75,29.57,0.0,15.77
74.0,15.0,2.0,16.0,0.5,0.75,23.4,0.0,17.7
75.0,15.0,2.0,16.0,0.5,1.25,35.5,0.0,11.75
76.0,15.0,2.0,16.0,0.5,0.75,28.03,0.0,16.41
77.0,15.0,2.0,16.0,0.5,1.25,32.19,0.0,13.98
78.0,15.0,2.0,16.0,0.5,0.75,22.24,0.0,19.12
79.0,5.0,1.0,16.0,0.5,1.25,9.12,0.0,4.7
80.0,5.0,1.0,16.0,0.5,1.75,6.48,0.0,7.24
81.0,5.0,1.0,16.0,0.5,0.75,5.76,0.0,6.12
82.0,5.0,1.0,16.0,0.5,1.25,8.11,0.0,6.45
83.0,5.0,1.0,16.0,0.5,1.25,10.29,0.0,3.88
84.0,5.0,1.0,16.0,0.5,0.75,0.4,0.0,9.2
85.0,5.0,1.0,16.0,0.5,1.75,6.88,0.0,6.4
86.0,5.0,1.0,16.0,0.5,0.75,8.55,0.0,5.82
87.0,5.0,1.0,16.0,0.5,1.25,11.73,0.0,4.04
88.0,5.0,1.0,16.0,0.5,0.75,12.68,0.0,3.38
89.0,5.0,1.0,16.0,0.5,1.25,8.3,0.0,4.85
90.0,5.0,1.0,16.0,0.5,1.75,13.02,0.0,2.71
91.0,5.0,1.0,16.0,0.5,1.75,10.28,0.0,5.56
92.0,5.0,1.0,16.0,0.5,1.25,8.3,0.0,4.85
93.0,5.0,1.0,16.0,0.5,1.75,16.42,0.0,1.21
94.0,5.0,1.0,16.0,0.5,0.75,10.04,0.0,4.32
95.0,15.0,2.0,5.0,0.5,0.75,33.13,0.0,14.17
96.0,15.0,2.0,5.0,0.5,0.75,26.46,0.0,16.75
97.0,15.0,2.0,5.0,0.5,0.75,30.99,0.0,13.67
98.0,15.0,2.0,5.0,0.5,0.75,28.73,0.0,15.91
99.0,15.0,2.0,5.0,0.5,0.75,26.84,0.0,16.38
100.0,25.0,3.0,16.0,0.5,0.75,45.7,0.0,26.37
101.0,25.0,3.0,16.0,0.5,1.25,51.51,0.0,24.21
102.0,25.0,3.0,16.0,0.5,1.25,48.68,0.0,25.04
103.0,25.0,3.0,16.0,0.5,0.75,44.12,0.0,27.06
104.0,25.0,3.0,16.0,0.5,0.75,53.64,0.0,23.86
105.0,25.0,3.0,16.0,0.5,0.75,52.27,0.0,23.46
106.0,25.0,3.0,16.0,0.5,0.75,52.05,0.0,24.76
107.0,25.0,3.0,16.0,0.5,1.25,59.02,0.0,19.51
