,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,25.0,3.0,5.0,0.5,1.25,46.34,0.0,26.97
1.0,25.0,3.0,5.0,0.5,1.25,51.28,0.0,24.94
2.0,25.0,3.0,5.0,0.5,1.25,53.94,0.0,23.45
3.0,25.0,3.0,5.0,0.5,1.25,49.32,0.0,24.52
4.0,25.0,3.0,5.0,0.5,1.25,59.5,0.0,20.75
5.0,5.0,1.0,5.0,0.5,1.75,7.15,0.0,5.97
6.0,5.0,1.0,5.0,0.5,1.75,9.92,0.0,5.38
7.0,5.0,1.0,5.0,0.5,0.75,10.44,0.0,5.08
8.0,5.0,1.0,5.0,0.5,0.75,15.22,0.0,1.61
9.0,5.0,1.0,5.0,0.5,0.75,13.4,0.0,3.74
10.0,15.0,2.0,5.0,0.5,0.75,27.47,0.0,16.41
11.0,15.0,2.0,5.0,0.5,0.75,31.73,0.0,14.32
12.0,15.0,2.0,5.0,0.5,0.75,24.28,0.0,17.14
13.0,15.0,2.0,5.0,0.5,1.25,24.16,0.0,18.08
14.0,15.0,2.0,5.0,0.5,0.75,28.09,0.0,15.31
15.0,25.0,3.0,16.0,0.5,1.75,46.08,0.0,26.28
16.0,25.0,3.0,16.0,0.5,1.25,49.34,0.0,25.37
17.0,25.0,3.0,16.0,0.5,1.25,46.34,0.0,26.97
18.0,25.0,3.0,16.0,0.5,1.75,51.43,0.0,23.32
19.0,25.0,3.0,16.0,0.5,1.25,50.3,0.0,24.73
20.0,25.0,3.0,16.0,0.5,1.25,53.94,0.0,23.45
21.0,25.0,3.0,16.0,0.5,0.75,47.43,0.0,26.39
22.0,25.0,3.0,16.0,0.5,1.25,49.99,0.0,24.01
23.0,25.0,3.0,16.0,0.5,0.75,53.94,0.0,23.45
24.0,25.0,3.0,16.0,0.5,1.25,48.09,0.0,25.87
25.0,25.0,3.0,16.0,0.5,0.75,59.5,0.0,20.75
26.0,25.0,3.0,16.0,0.5,0.75,49.46,0.0,25.15
27.0,25.0,3.0,16.0,0.5,0.75,49.32,0.0,24.52
28.0,25.0,3.0,16.0,0.5,0.75,51.61,0.0,24.26
29.0,25.0,3.0,16.0,0.5,0.75,48.15,0.0,25.34
30.0,25.0,3.0,16.0,0.5,1.25,52.62,0.0,23.35
31.0,15.0,2.0,16.0,0.5,1.25,30.08,0.0,14.62
32.0,15.0,2.0,16.0,0.5,0.75,31.56,0.0,15.08
33.0,15.0,2.0,16.0,0.5,0.75,33.74,0.0,13.07
34.0,15.0,2.0,16.0,0.5,1.25,28.21,0.0,15.93
35.0,15.0,2.0,16.0,0.5,1.25,24.16,0.0,18.08
36.0,15.0,2.0,16.0,0.5,0.75,36.58,0.0,0.0
37.0,15.0,2.0,16.0,0.5,1.75,24.16,0.0,18.08
38.0,15.0,2.0,16.0,0.5,0.75,28.29,0.0,16.54
39.0,15.0,2.0,16.0,0.5,0.75,27.81,0.0,15.45
40.0,15.0,2.0,16.0,0.5,1.25,38.3,0.0,10.15
41.0,15.0,2.0,16.0,0.5,0.75,35.76,0.0,11.88
42.0,15.0,2.0,16.0,0.5,0.75,28.21,0.0,15.93
43.0,15.0,2.0,16.0,0.5,1.25,36.58,0.0,11.29
44.0,15.0,2.0,16.0,0.5,0.75,21.24,0.0,19.62
45.0,15.0,2.0,16.0,0.5,0.75,32.33,0.0,14.05
46.0,15.0,2.0,16.0,0.5,1.25,31.56,0.0,15.08
47.0,5.0,1.0,16.0,0.5,0.75,13.74,0.0,3.07
48.0,5.0,1.0,16.0,0.5,0.75,11.53,0.0,4.5
49.0,5.0,1.0,16.0,0.5,1.25,3.54,0.0,8.77
50.0,5.0,1.0,16.0,0.5,0.75,0.38,0.0,9.19
51.0,5.0,1.0,16.0,0.5,1.25,7.29,0.0,5.76
52.0,5.0,1.0,16.0,0.5,1.25,10.24,0.0,5.26
53.0,5.0,1.0,16.0,0.5,1.25,11.13,0.0,4.02
54.0,5.0,1.0,16.0,0.5,1.25,13.34,0.0,3.43
55.0,5.0,1.0,16.0,0.5,1.25,5.34,0.0,6.47
56.0,5.0,1.0,16.0,0.5,0.75,9.78,0.0,4.47
57.0,5.0,1.0,16.0,0.5,0.75,6.92,0.0,6.7
58.0,5.0,1.0,16.0,0.5,1.75,11.35,0.0,3.85
59.0,5.0,1.0,16.0,0.5,1.25,11.13,0.0,4.02
60.0,5.0,1.0,16.0,0.5,1.75,18.86,0.0,0.43
61.0,5.0,1.0,16.0,0.5,0.75,13.66,0.0,3.31
62.0,5.0,1.0,16.0,0.5,0.75,11.53,0.0,4.5
63.0,25.0,3.0,5.0,0.5,0.75,47.31,0.0,26.05
64.0,25.0,3.0,5.0,0.5,0.75,59.4,0.0,19.7
65.0,25.0,3.0,5.0,0.5,0.75,49.76,0.0,25.02
66.0,25.0,3.0,5.0,0.5,1.25,53.84,0.0,22.92
67.0,25.0,3.0,5.0,0.5,1.75,48.09,0.0,25.87
68.0,5.0,1.0,5.0,0.5,0.75,11.09,0.0,4.56
69.0,5.0,1.0,5.0,0.5,0.75,20.1,0.0,0.05
70.0,5.0,1.0,5.0,0.5,1.75,11.53,0.0,4.5
71.0,5.0,1.0,5.0,0.5,0.75,6.12,0.0,7.06
72.0,5.0,1.0,5.0,0.5,0.75,9.92,0.0,5.38
73.0,15.0,2.0,5.0,0.5,0.75,22.3,0.0,19.15
74.0,15.0,2.0,5.0,0.5,0.75,30.79,0.0,14.13
75.0,15.0,2.0,5.0,0.5,1.75,31.56,0.0,15.08
76.0,15.0,2.0,5.0,0.5,0.75,38.3,0.0,10.15
77.0,15.0,2.0,5.0,0.5,1.75,34.28,0.0,13.62
78.0,25.0,3.0,16.0,0.5,0.75,56.66,0.0,0.0
79.0,25.0,3.0,16.0,0.5,1.25,55.46,0.0,22.73
80.0,25.0,3.0,16.0,0.5,0.75,39.58,0.0,29.79
81.0,25.0,3.0,16.0,0.5,1.75,42.94,0.0,28.47
82.0,25.0,3.0,16.0,0.5,0.75,59.4,0.0,19.7
83.0,25.0,3.0,16.0,0.5,0.75,44.88,0.0,27.44
84.0,25.0,3.0,16.0,0.5,0.75,49.46,0.0,25.15
85.0,25.0,3.0,16.0,0.5,0.75,48.87,0.0,26.55
86.0,25.0,3.0,16.0,0.5,1.75,48.87,0.0,26.55
87.0,25.0,3.0,16.0,0.5,0.75,42.94,0.0,28.47
88.0,25.0,3.0,16.0,0.5,0.75,51.61,0.0,24.26
89.0,25.0,3.0,16.0,0.5,1.75,42.94,0.0,28.47
90.0,25.0,3.0,16.0,0.5,1.75,59.4,0.0,19.7
91.0,25.0,3.0,16.0,0.5,1.25,47.31,0.0,26.05
92.0,25.0,3.0,16.0,0.5,1.25,49.91,0.0,25.94
93.0,25.0,3.0,16.0,0.5,1.75,47.64,0.0,26.78
94.0,15.0,2.0,16.0,0.5,0.75,28.21,0.0,15.93
95.0,15.0,2.0,16.0,0.5,0.75,22.3,0.0,19.15
96.0,15.0,2.0,16.0,0.5,1.75,31.56,0.0,15.08
97.0,15.0,2.0,16.0,0.5,1.25,28.29,0.0,16.54
98.0,15.0,2.0,16.0,0.5,1.25,28.55,0.0,15.26
99.0,15.0,2.0,16.0,0.5,0.75,28.29,0.0,16.54
100.0,15.0,2.0,16.0,0.5,1.75,25.9,0.0,16.47
