,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.2181365410069702,2,"[['n', 1.2181365410069702]]",1,53.17,1,2.78186345899303,0.016083499998785555,[],1.2385465420084074,1.7438267079996876,2.7449230420024833,1
2,6.45,0,5.1,0.9850306250009453,1,"[['v', 0.9850306250009453]]",1,0,1.5,3.0149693749990547,6.514616125001339,[],7.502397457996267,8.007336708004004,9.008472208006424,2
