,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,25.0,3.0,16.0,0.5,0.75,50.5,0.0,24.55
1.0,25.0,3.0,16.0,0.5,1.25,48.41,0.0,26.03
2.0,25.0,3.0,16.0,0.5,0.75,50.5,0.0,24.55
3.0,25.0,3.0,16.0,0.5,0.75,50.92,0.0,25.04
4.0,25.0,3.0,16.0,0.5,0.75,59.92,0.0,19.96
5.0,25.0,3.0,16.0,0.5,1.25,52.96,0.0,22.68
6.0,25.0,3.0,16.0,0.5,0.75,52.96,0.0,22.68
7.0,25.0,3.0,16.0,0.5,0.75,48.97,0.0,26.03
8.0,25.0,3.0,16.0,0.5,0.75,51.09,0.0,24.56
9.0,25.0,3.0,16.0,0.5,1.75,51.89,0.0,24.12
10.0,25.0,3.0,16.0,0.5,1.75,49.01,0.0,25.77
11.0,25.0,3.0,16.0,0.5,1.25,43.78,0.0,28.89
12.0,25.0,3.0,16.0,0.5,1.25,50.56,0.0,25.14
13.0,25.0,3.0,16.0,0.5,0.75,45.4,0.0,26.7
14.0,25.0,3.0,16.0,0.5,1.25,51.89,0.0,24.12
15.0,25.0,3.0,16.0,0.5,1.25,54.22,0.0,22.11
16.0,5.0,1.0,16.0,0.5,0.75,0.16,0.0,10.08
17.0,5.0,1.0,16.0,0.5,1.75,2.66,0.0,8.33
18.0,5.0,1.0,16.0,0.5,1.75,13.37,0.0,4.29
19.0,5.0,1.0,16.0,0.5,0.75,6.69,0.0,5.74
20.0,5.0,1.0,16.0,0.5,1.25,9.14,0.0,5.27
21.0,5.0,1.0,16.0,0.5,0.75,10.51,0.0,3.99
22.0,5.0,1.0,16.0,0.5,1.25,10.51,0.0,3.99
23.0,5.0,1.0,16.0,0.5,1.75,16.86,0.0,1.43
24.0,5.0,1.0,16.0,0.5,0.75,18.24,0.0,0.12
25.0,5.0,1.0,16.0,0.5,0.75,12.11,0.0,4.23
26.0,5.0,1.0,16.0,0.5,0.75,3.78,0.0,7.89
27.0,5.0,1.0,16.0,0.5,1.25,1.5,0.0,9.75
28.0,5.0,1.0,16.0,0.5,0.75,9.09,0.0,5.81
29.0,5.0,1.0,16.0,0.5,1.75,8.47,0.0,6.35
30.0,5.0,1.0,16.0,0.5,1.75,14.04,0.0,3.22
31.0,5.0,1.0,16.0,0.5,0.75,5.12,0.0,7.56
32.0,25.0,3.0,5.0,0.5,0.75,40.92,0.0,29.46
33.0,25.0,3.0,5.0,0.5,1.75,48.85,0.0,26.54
34.0,25.0,3.0,5.0,0.5,0.75,50.56,0.0,25.14
35.0,25.0,3.0,5.0,0.5,1.25,47.5,0.0,26.71
36.0,25.0,3.0,5.0,0.5,0.75,49.01,0.0,25.77
37.0,15.0,2.0,5.0,0.5,1.25,31.08,0.0,15.4
38.0,15.0,2.0,5.0,0.5,0.75,34.12,0.0,13.06
39.0,15.0,2.0,5.0,0.5,0.75,33.57,0.0,14.11
40.0,15.0,2.0,5.0,0.5,0.75,35.38,0.0,11.69
