,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.1156662920257077,2,"[['n', 1.1156662920257077]]",1,53.17,1,2.8843337079742923,0.02346525003667921,[],1.143886125064455,1.6515562920831144,2.652651375043206,1
2,6.45,0,5.1,1.3757894169539213,1,"[['v', 1.3757894169539213]]",1,0,1.5,2.6242105830460787,6.534051917027682,[],7.916331667103805,8.421394709032029,9.422493959078565,2
