,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.7045569589972729,2,"[['n', 1.7045569589972729]]",1,0,1,2.295443041002727,0.03605750000133412,[],1.745943374997296,2.2503744999994524,3.251446791997296,1
2,6.45,0,5.1,1.9588205000036396,2,"[['n', 1.9588205000036396]]",1,0,1.5,2.0411794999963604,6.53825733299891,[],8.502236667001853,9.00731504199939,10.008451707995846,2
