,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,15.0,2.0,5.0,0.5,1.25,24.82,0.0,17.41
1.0,15.0,2.0,5.0,0.5,1.25,29.52,0.0,14.62
2.0,15.0,2.0,5.0,0.5,1.25,37.72,0.0,11.86
3.0,15.0,2.0,5.0,0.5,1.25,30.28,0.0,15.84
4.0,15.0,2.0,5.0,0.5,1.25,32.71,0.0,14.24
5.0,25.0,3.0,5.0,0.5,1.75,52.2,0.0,23.14
6.0,25.0,3.0,5.0,0.5,0.75,45.52,0.0,26.76
7.0,25.0,3.0,5.0,0.5,0.75,58.04,0.0,20.02
8.0,25.0,3.0,5.0,0.5,0.75,51.25,0.0,24.36
9.0,25.0,3.0,5.0,0.5,0.75,51.25,0.0,24.36
10.0,5.0,1.0,5.0,0.5,1.25,6.62,0.0,6.55
11.0,5.0,1.0,5.0,0.5,0.75,19.0,0.0,0.5
12.0,5.0,1.0,5.0,0.5,1.75,7.97,0.0,5.81
13.0,5.0,1.0,5.0,0.5,0.75,9.24,0.0,5.32
14.0,5.0,1.0,5.0,0.5,0.75,2.08,0.0,8.04
15.0,25.0,3.0,16.0,0.5,0.75,56.66,0.0,22.33
16.0,25.0,3.0,16.0,0.5,0.75,39.42,0.0,29.71
17.0,25.0,3.0,16.0,0.5,0.75,52.69,0.0,23.95
18.0,25.0,3.0,16.0,0.5,1.75,50.68,0.0,24.64
19.0,25.0,3.0,16.0,0.5,1.25,47.35,0.0,26.35
20.0,25.0,3.0,16.0,0.5,1.25,52.2,0.0,23.14
21.0,25.0,3.0,16.0,0.5,0.75,50.17,0.0,24.1
22.0,25.0,3.0,16.0,0.5,0.75,50.68,0.0,24.64
23.0,25.0,3.0,16.0,0.5,0.75,45.66,0.0,26.35
24.0,25.0,3.0,16.0,0.5,0.75,56.66,0.0,22.33
25.0,25.0,3.0,16.0,0.5,1.25,60.7,0.0,0.0
26.0,25.0,3.0,16.0,0.5,0.75,45.38,0.0,26.49
27.0,25.0,3.0,16.0,0.5,0.75,40.7,0.0,29.35
28.0,25.0,3.0,16.0,0.5,0.75,47.11,0.0,25.95
29.0,25.0,3.0,16.0,0.5,1.75,56.22,0.0,21.11
30.0,25.0,3.0,16.0,0.5,0.75,57.04,0.0,20.52
31.0,15.0,2.0,16.0,0.5,1.25,26.74,0.0,17.17
32.0,15.0,2.0,16.0,0.5,0.75,37.24,0.0,0.0
33.0,15.0,2.0,16.0,0.5,1.25,24.66,0.0,18.33
34.0,15.0,2.0,16.0,0.5,1.25,21.8,0.0,18.9
35.0,15.0,2.0,16.0,0.5,0.75,37.24,0.0,10.62
