,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,5.0,0.5,1.25,19.64,0.0,0.82
1.0,5.0,1.0,5.0,0.5,0.75,11.37,0.0,4.7
2.0,5.0,1.0,5.0,0.5,0.75,16.14,0.0,1.07
3.0,5.0,1.0,5.0,0.5,1.25,3.44,0.0,8.72
4.0,5.0,1.0,5.0,0.5,1.75,6.66,0.0,7.13
5.0,25.0,3.0,16.0,0.5,0.75,51.85,0.0,24.66
6.0,25.0,3.0,16.0,0.5,1.25,56.2,0.0,21.1
7.0,25.0,3.0,16.0,0.5,0.75,47.54,0.0,27.01
8.0,25.0,3.0,16.0,0.5,0.75,49.58,0.0,25.49
9.0,25.0,3.0,16.0,0.5,0.75,47.54,0.0,27.01
10.0,25.0,3.0,16.0,0.5,1.25,56.76,0.0,22.38
11.0,25.0,3.0,16.0,0.5,0.75,46.48,0.0,27.04
12.0,25.0,3.0,16.0,0.5,1.75,50.87,0.0,24.45
13.0,25.0,3.0,16.0,0.5,0.75,42.4,0.0,29.2
14.0,25.0,3.0,16.0,0.5,0.75,39.96,0.0,29.98
15.0,25.0,3.0,16.0,0.5,0.75,47.75,0.0,25.7
16.0,25.0,3.0,16.0,0.5,0.75,42.66,0.0,28.33
17.0,25.0,3.0,16.0,0.5,1.75,46.91,0.0,25.85
18.0,25.0,3.0,16.0,0.5,0.75,55.8,0.0,0.0
19.0,25.0,3.0,16.0,0.5,1.75,56.76,0.0,22.38
20.0,25.0,3.0,16.0,0.5,0.75,50.87,0.0,24.45
21.0,5.0,1.0,16.0,0.5,1.75,11.81,0.0,3.23
22.0,5.0,1.0,16.0,0.5,0.75,14.08,0.0,3.52
23.0,5.0,1.0,16.0,0.5,0.75,11.79,0.0,4.63
24.0,5.0,1.0,16.0,0.5,0.75,6.66,0.0,7.13
25.0,5.0,1.0,16.0,0.5,1.25,11.81,0.0,3.23
26.0,5.0,1.0,16.0,0.5,1.25,15.56,0.0,2.78
27.0,5.0,1.0,16.0,0.5,1.25,5.12,0.0,7.56
28.0,5.0,1.0,16.0,0.5,0.75,4.3,0.0,8.15
29.0,5.0,1.0,16.0,0.5,0.75,12.54,0.0,3.03
30.0,5.0,1.0,16.0,0.5,1.25,10.4,0.0,4.78
31.0,5.0,1.0,16.0,0.5,1.75,5.68,0.0,6.84
32.0,5.0,1.0,16.0,0.5,1.75,7.36,0.0,6.64
33.0,5.0,1.0,16.0,0.5,0.75,11.61,0.0,3.98
34.0,5.0,1.0,16.0,0.5,0.75,12.41,0.0,4.66
35.0,5.0,1.0,16.0,0.5,0.75,7.23,0.0,6.01
36.0,5.0,1.0,16.0,0.5,1.25,12.33,0.0,4.05
37.0,15.0,2.0,5.0,0.5,1.25,29.3,0.0,15.07
38.0,15.0,2.0,5.0,0.5,1.25,29.55,0.0,16.04
39.0,15.0,2.0,5.0,0.5,0.75,31.46,0.0,15.03
40.0,15.0,2.0,5.0,0.5,0.75,31.31,0.0,14.11
41.0,15.0,2.0,5.0,0.5,1.25,36.16,0.0,12.08
