,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,3.2224421669961885,2,"[['v', 3.2224421669961885]]",0,27.89,1,3.7775578330038115,0.01978008300648071,[],3.2474916670034872,3.7526138329994865,4.7537319580005715,1
2,6.45,0,5.1,5.266828124993481,2,"[['v', 5.266828124993481]]",0,5.1,1.5,1.7331718750065193,9.525879332999466,13.055276583007071,14.797983125012252,15.303480667003896,16.304642792005325,2
