,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,2.4163165840000147,2,"[['n', 2.4163165840000147]]",1,0,1,1.5836834159999853,0.019398625008761883,2.0296951250056736,2.4407477089989698,2.9455127920082305,3.946616625005845,1
2,6.45,0,5.1,1.5638767920027021,1,"[['v', 1.5638767920027021]]",1,6.45,1.5,2.436123207997298,6.516286500002025,[],8.085351208996144,8.589560084001278,9.590628208999988,2
