,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.8634898339951178,1,"[['n', 1.8634898339951178]]",0,27.89,1,2.136510166004882,0.016568916995311156,[],1.8849824589997297,2.389960250002332,3.3910802500031423,1
2,6.45,0,5.1,0.7409089580032742,1,"[['n', 0.7409089580032742]]",0,5.1,1.5,3.259091041996726,6.526271916998667,[],7.2698197919962695,7.775162958991132,8.77626312499342,2
