,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,1.7928325000029872,2,"[['v', 1.7928325000029872]]",0,27.89,1,5.207167499997013,0.020007833998533897,[],1.818354625000211,2.3232545420032693,3.32433958400361,1
2,6.45,0,5.1,1.7380320000011125,1,"[['v', 1.7380320000011125]]",1,0,1.5,5.2619679999988875,9.521449459003634,[],11.264888292003889,11.770095291998587,12.771218709000095,2
