,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,itiExtra,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.4733060839935206,2,"[['n', 0.4733060839935206]]",1,0,1,3.5266939160064794,0.015541208995273337,[],0.4918132919992786,0.9961379999876954,1.9972079589788336,1
2,6.45,0,5.1,0.4311599580105394,2,"[['v', 0.4311599580105394]]",0,5.1,1.5,3.5688400419894606,6.515918291988783,[],6.950137874984648,7.454301124991616,8.455377124977531,2
